customer_city,marital_status,gender,num_children_at_home,income,age,store_type,highOrLow,education,member_card,occupation,homeowner
Olympia,M,F,0,80000,57,No Store,0,Partial College,Bronze,Professional,Y
Yakima,S,F,0,20000,74,Mid-Size Grocery,0,Partial High School,Normal,Manual,N
Yakima,M,M,4,120000,76,Mid-Size Grocery,0,Partial High School,Golden,Professional,Y
Marysville,S,F,0,20000,26,No Store,0,Partial High School,Normal,Manual,N
Anacortes,S,F,0,40000,66,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Marysville,M,M,2,60000,32,No Store,0,Bachelors Degree,Bronze,Professional,Y
Ballard,M,F,0,40000,73,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Everett,M,M,1,40000,78,No Store,0,Partial College,Bronze,Professional,Y
Puyallup,S,F,0,120000,60,No Store,0,Bachelors Degree,Bronze,Professional,Y
Issaquah,S,M,0,40000,77,No Store,0,Partial College,Golden,Professional,N
Bremerton,S,F,0,20000,47,Supermarket,0,Partial High School,Normal,Manual,Y
Bellingham,M,F,0,40000,57,Small Grocery,0,High School Degree,Bronze,Manual,Y
Port Orchard,S,F,0,80000,59,No Store,0,Bachelors Degree,Bronze,Professional,Y
Yakima,S,M,0,60000,43,Mid-Size Grocery,0,Graduate Degree,Bronze,Professional,Y
Everett,S,M,0,40000,46,No Store,0,High School Degree,Bronze,Manual,Y
Walla Walla,S,M,0,40000,43,Small Grocery,0,High School Degree,Bronze,Manual,N
Spokane,M,M,1,60000,44,Supermarket,1,Partial High School,Bronze,Manual,N
Puyallup,M,M,2,20000,35,No Store,1,Partial High School,Normal,Manual,Y
Lynnwood,M,F,0,140000,75,No Store,0,High School Degree,Silver,Professional,Y
Burien,S,M,0,40000,32,No Store,0,Partial College,Bronze,Manual,N
Marysville,S,M,0,140000,33,No Store,0,Graduate Degree,Bronze,Management,Y
Port Orchard,M,M,1,80000,52,No Store,0,Bachelors Degree,Bronze,Management,Y
Sedro Woolley,M,M,0,140000,68,No Store,0,High School Degree,Bronze,Professional,N
Kirkland,S,F,0,100000,27,No Store,0,Partial College,Bronze,Professional,Y
Bremerton,M,M,2,140000,56,Supermarket,0,Graduate Degree,Bronze,Management,N
Lynnwood,M,M,5,20000,69,No Store,0,Partial High School,Normal,Manual,N
Burien,S,F,0,60000,68,No Store,0,Bachelors Degree,Bronze,Professional,Y
Ballard,S,M,0,40000,28,No Store,0,Partial High School,Bronze,Manual,Y
Issaquah,S,M,0,60000,72,No Store,0,Bachelors Degree,Silver,Management,N
Marysville,M,F,0,20000,65,No Store,0,Partial High School,Normal,Skilled Manual,N
Yakima,S,F,0,40000,54,Mid-Size Grocery,0,Partial College,Bronze,Management,N
Lynnwood,S,F,0,20000,85,No Store,0,Partial High School,Normal,Skilled Manual,N
Yakima,S,M,0,40000,29,Mid-Size Grocery,0,High School Degree,Bronze,Skilled Manual,N
Renton,M,F,2,60000,46,No Store,0,Bachelors Degree,Bronze,Management,N
Seattle,M,M,1,40000,42,Supermarket,0,Partial College,Bronze,Clerical,N
Renton,M,F,1,80000,50,No Store,0,Bachelors Degree,Bronze,Management,Y
Lynnwood,S,F,0,40000,87,No Store,0,Partial College,Silver,Management,N
Port Orchard,S,M,0,60000,72,No Store,0,Bachelors Degree,Bronze,Management,Y
Seattle,S,M,0,20000,42,Supermarket,0,Partial College,Normal,Skilled Manual,Y
Ballard,S,M,0,40000,55,No Store,0,Partial College,Bronze,Manual,N
Seattle,M,F,3,140000,23,Supermarket,0,High School Degree,Golden,Professional,Y
Marysville,M,M,2,20000,34,No Store,0,Partial High School,Normal,Skilled Manual,Y
Puyallup,M,M,0,40000,50,No Store,0,Partial College,Bronze,Professional,Y
Burien,M,F,4,20000,59,No Store,0,Partial High School,Normal,Manual,Y
Marysville,M,F,1,100000,27,No Store,0,Partial High School,Bronze,Management,N
Lynnwood,S,M,0,20000,37,No Store,0,Partial High School,Normal,Manual,Y
Edmonds,S,F,0,20000,63,No Store,0,Partial High School,Normal,Skilled Manual,N
Redmond,S,F,0,60000,84,No Store,0,Bachelors Degree,Bronze,Professional,N
Renton,M,F,2,60000,67,No Store,0,Bachelors Degree,Bronze,Professional,Y
Everett,M,F,2,150000,42,No Store,0,Partial High School,Golden,Professional,Y
Sedro Woolley,S,F,0,100000,55,No Store,0,Partial High School,Silver,Management,Y
Spokane,M,M,1,40000,51,Supermarket,1,Partial High School,Bronze,Manual,N
Sedro Woolley,M,F,2,100000,72,No Store,0,Graduate Degree,Bronze,Professional,N
Olympia,M,M,0,20000,82,No Store,1,Partial High School,Normal,Manual,N
Seattle,S,M,0,20000,61,Supermarket,0,Partial High School,Normal,Skilled Manual,N
Sedro Woolley,S,M,0,40000,75,No Store,0,Partial College,Normal,Professional,Y
Bellingham,M,F,0,60000,60,Small Grocery,0,Bachelors Degree,Bronze,Professional,Y
Edmonds,M,M,0,40000,77,No Store,0,High School Degree,Bronze,Manual,N
Port Orchard,S,F,0,140000,33,No Store,0,Graduate Degree,Bronze,Management,N
Port Orchard,M,F,2,140000,78,No Store,0,High School Degree,Bronze,Professional,Y
Tacoma,S,F,0,120000,72,Deluxe Supermarket,0,High School Degree,Bronze,Management,Y
Yakima,M,M,1,20000,41,Mid-Size Grocery,0,Partial High School,Normal,Skilled Manual,Y
Port Orchard,M,M,2,80000,65,No Store,0,Partial High School,Bronze,Professional,Y
Anacortes,M,M,0,20000,70,No Store,0,Partial High School,Normal,Skilled Manual,Y
Port Orchard,S,F,0,80000,87,No Store,0,Graduate Degree,Golden,Professional,N
Issaquah,M,M,2,20000,74,No Store,0,Partial High School,Normal,Skilled Manual,Y
Spokane,S,F,0,20000,34,Supermarket,1,Partial High School,Normal,Skilled Manual,N
Bremerton,S,M,0,20000,30,Supermarket,0,Partial High School,Normal,Manual,Y
Puyallup,M,M,0,80000,62,No Store,0,Bachelors Degree,Bronze,Management,N
Bremerton,M,F,2,40000,55,Supermarket,0,Partial College,Bronze,Clerical,N
Redmond,M,F,3,40000,81,No Store,0,Partial College,Golden,Professional,Y
Olympia,S,M,0,60000,57,No Store,1,Bachelors Degree,Bronze,Professional,N
Burien,S,M,0,60000,21,No Store,0,Bachelors Degree,Bronze,Professional,Y
Seattle,S,F,0,140000,34,Supermarket,0,Partial High School,Bronze,Management,Y
Marysville,M,M,2,40000,57,No Store,0,Partial High School,Golden,Manual,Y
Ballard,M,F,2,60000,62,No Store,0,Bachelors Degree,Bronze,Professional,N
Seattle,S,M,0,120000,87,Supermarket,0,High School Degree,Normal,Professional,Y
Seattle,M,M,2,150000,85,Supermarket,0,Bachelors Degree,Golden,Management,N
Ballard,M,M,1,80000,20,No Store,0,Graduate Degree,Bronze,Professional,Y
Renton,S,M,0,20000,63,No Store,0,Partial High School,Normal,Skilled Manual,N
Yakima,S,F,0,20000,19,Mid-Size Grocery,0,Partial High School,Normal,Manual,Y
Renton,M,M,4,60000,42,No Store,0,Bachelors Degree,Golden,Management,Y
Port Orchard,S,F,0,40000,72,No Store,0,Partial High School,Bronze,Skilled Manual,N
Marysville,S,F,0,40000,36,No Store,0,High School Degree,Bronze,Manual,Y
Spokane,M,F,5,140000,84,Supermarket,1,High School Degree,Silver,Professional,Y
Anacortes,S,M,0,40000,28,No Store,0,High School Degree,Bronze,Manual,N
Marysville,M,F,1,40000,34,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Tacoma,M,M,2,40000,39,Deluxe Supermarket,1,Bachelors Degree,Bronze,Management,N
Burien,M,M,0,60000,50,No Store,0,Bachelors Degree,Bronze,Management,Y
Ballard,M,M,1,40000,65,No Store,0,Partial High School,Bronze,Skilled Manual,Y
Sedro Woolley,S,M,0,60000,27,No Store,0,Bachelors Degree,Bronze,Management,Y
Seattle,M,M,3,60000,20,Supermarket,0,Bachelors Degree,Silver,Professional,N
Tacoma,S,M,0,40000,29,Deluxe Supermarket,0,Partial College,Silver,Clerical,Y
Marysville,M,M,4,40000,75,No Store,0,Partial High School,Golden,Skilled Manual,Y
Puyallup,S,F,0,40000,21,No Store,0,High School Degree,Bronze,Manual,N
Port Orchard,S,F,0,60000,38,No Store,1,Bachelors Degree,Golden,Management,Y
Tacoma,S,F,0,60000,59,Deluxe Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Port Orchard,S,F,0,40000,22,No Store,0,Bachelors Degree,Bronze,Professional,N
Kirkland,S,M,0,20000,59,No Store,0,Partial High School,Normal,Skilled Manual,N
Lynnwood,S,M,0,40000,25,No Store,0,High School Degree,Golden,Manual,N
Marysville,M,F,3,40000,40,No Store,0,Partial College,Golden,Management,N
Burien,M,F,3,20000,65,No Store,0,Partial High School,Normal,Manual,Y
Issaquah,S,M,0,40000,79,No Store,0,Partial High School,Bronze,Skilled Manual,Y
Everett,S,F,0,40000,40,No Store,0,High School Degree,Bronze,Manual,N
Redmond,M,M,3,60000,45,No Store,0,Partial High School,Golden,Manual,Y
Issaquah,S,F,0,150000,28,No Store,0,High School Degree,Silver,Management,Y
Renton,M,F,0,20000,75,No Store,0,Partial High School,Normal,Skilled Manual,N
Redmond,S,M,0,60000,28,No Store,0,Bachelors Degree,Bronze,Professional,N
Puyallup,S,M,0,40000,31,No Store,0,High School Degree,Bronze,Manual,N
Walla Walla,S,F,0,40000,80,Small Grocery,0,Partial High School,Bronze,Skilled Manual,N
Seattle,M,M,5,20000,30,Supermarket,0,High School Degree,Silver,Skilled Manual,Y
Lynnwood,M,F,0,60000,23,No Store,0,Bachelors Degree,Bronze,Professional,Y
Ballard,M,F,0,60000,37,No Store,0,Bachelors Degree,Bronze,Professional,Y
Puyallup,S,F,0,40000,34,No Store,0,Partial High School,Bronze,Skilled Manual,N
Kirkland,S,M,0,40000,85,No Store,0,Partial High School,Bronze,Manual,N
Yakima,S,M,0,20000,36,Mid-Size Grocery,0,Partial High School,Normal,Skilled Manual,N
Seattle,M,F,0,40000,67,Supermarket,0,High School Degree,Bronze,Manual,Y
Edmonds,M,F,1,40000,24,No Store,0,High School Degree,Bronze,Manual,N
Olympia,S,M,0,60000,35,No Store,0,Bachelors Degree,Bronze,Professional,Y
Lynnwood,S,F,0,40000,40,No Store,0,Partial High School,Silver,Manual,N
Issaquah,M,F,0,60000,55,No Store,0,High School Degree,Bronze,Manual,N
Everett,S,M,0,40000,87,No Store,0,High School Degree,Bronze,Manual,N
Anacortes,M,F,0,140000,85,No Store,0,Graduate Degree,Silver,Management,N
Edmonds,M,F,1,60000,51,No Store,0,Bachelors Degree,Silver,Professional,Y
Spokane,M,F,3,40000,61,Supermarket,1,Partial College,Golden,Professional,Y
Spokane,S,M,0,40000,76,Supermarket,1,High School Degree,Silver,Manual,N
Bellingham,S,M,0,100000,21,Small Grocery,0,High School Degree,Silver,Management,N
Bremerton,M,M,0,80000,77,Supermarket,0,Graduate Degree,Bronze,Professional,Y
Lynnwood,M,M,1,80000,46,No Store,0,Bachelors Degree,Bronze,Professional,Y
Ballard,M,F,1,20000,79,No Store,0,Partial High School,Bronze,Skilled Manual,Y
Port Orchard,M,F,0,40000,76,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Everett,M,F,3,60000,54,No Store,0,High School Degree,Golden,Skilled Manual,Y
Renton,M,F,1,100000,45,No Store,0,High School Degree,Silver,Professional,Y
Tacoma,S,F,0,60000,63,Deluxe Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Issaquah,M,F,3,40000,43,No Store,0,High School Degree,Normal,Skilled Manual,Y
Renton,S,M,0,80000,30,No Store,0,Bachelors Degree,Bronze,Professional,N
Walla Walla,S,M,0,40000,43,Small Grocery,0,High School Degree,Bronze,Manual,N
Redmond,M,F,1,150000,66,No Store,0,High School Degree,Golden,Professional,Y
Burien,M,F,1,40000,42,No Store,0,High School Degree,Bronze,Manual,Y
Port Orchard,S,M,0,60000,46,No Store,0,Bachelors Degree,Golden,Professional,Y
Ballard,M,M,2,20000,38,No Store,0,Partial High School,Normal,Skilled Manual,Y
Seattle,M,M,1,40000,43,Supermarket,0,High School Degree,Bronze,Skilled Manual,Y
Burien,M,M,3,60000,31,No Store,0,Bachelors Degree,Silver,Management,Y
Anacortes,S,F,0,40000,47,No Store,0,High School Degree,Bronze,Manual,N
Puyallup,S,M,0,40000,53,No Store,1,Partial High School,Bronze,Manual,Y
Olympia,M,F,1,80000,71,No Store,0,Partial College,Bronze,Management,Y
Edmonds,M,M,1,40000,56,No Store,0,High School Degree,Bronze,Manual,Y
Walla Walla,S,M,0,40000,41,Small Grocery,0,High School Degree,Bronze,Manual,Y
Tacoma,S,M,0,40000,22,Deluxe Supermarket,0,High School Degree,Bronze,Manual,N
Port Orchard,M,M,0,20000,29,No Store,0,Partial High School,Normal,Skilled Manual,Y
Redmond,M,M,2,80000,22,No Store,0,Bachelors Degree,Golden,Professional,Y
Burien,S,M,0,60000,58,No Store,0,Partial College,Bronze,Manual,Y
Walla Walla,S,F,0,40000,29,Small Grocery,0,High School Degree,Bronze,Manual,Y
Port Orchard,M,F,1,60000,67,No Store,0,Partial College,Bronze,Management,Y
Edmonds,M,M,0,20000,52,No Store,0,Partial High School,Normal,Skilled Manual,Y
Tacoma,M,M,2,20000,65,Deluxe Supermarket,0,Partial High School,Normal,Skilled Manual,Y
Everett,S,F,0,20000,43,No Store,0,Partial High School,Normal,Manual,Y
Walla Walla,M,M,2,60000,58,Small Grocery,0,Bachelors Degree,Bronze,Management,N
Olympia,S,M,0,20000,66,No Store,0,Partial High School,Normal,Skilled Manual,N
Yakima,M,M,1,60000,62,Mid-Size Grocery,0,High School Degree,Bronze,Skilled Manual,Y
Sedro Woolley,M,F,5,120000,41,No Store,0,High School Degree,Golden,Management,Y
Renton,M,M,2,80000,22,No Store,0,Bachelors Degree,Bronze,Professional,Y
Redmond,M,M,4,20000,81,No Store,0,Bachelors Degree,Normal,Professional,Y
Anacortes,M,M,2,60000,43,No Store,0,Bachelors Degree,Bronze,Management,Y
Bellingham,M,F,5,40000,43,Small Grocery,0,Partial College,Bronze,Clerical,Y
Olympia,S,F,0,60000,51,No Store,0,High School Degree,Bronze,Skilled Manual,N
Anacortes,S,F,0,20000,78,No Store,0,Partial High School,Normal,Skilled Manual,Y
Port Orchard,M,F,1,40000,32,No Store,0,High School Degree,Bronze,Manual,Y
Yakima,S,M,0,60000,22,Mid-Size Grocery,0,Bachelors Degree,Bronze,Professional,N
Yakima,S,M,0,40000,73,Mid-Size Grocery,0,High School Degree,Bronze,Skilled Manual,N
Lynnwood,S,F,0,40000,59,No Store,0,High School Degree,Golden,Skilled Manual,Y
Tacoma,M,F,2,120000,26,Deluxe Supermarket,0,Partial High School,Bronze,Professional,Y
Bremerton,M,M,1,60000,49,Supermarket,0,High School Degree,Bronze,Skilled Manual,N
Walla Walla,S,M,0,20000,58,Small Grocery,0,Partial High School,Normal,Skilled Manual,N
Kirkland,M,M,1,60000,23,No Store,0,Partial High School,Bronze,Skilled Manual,Y
Burien,M,M,2,60000,34,No Store,0,Bachelors Degree,Bronze,Professional,Y
Kirkland,M,M,3,20000,68,No Store,0,Partial High School,Normal,Manual,Y
Renton,M,M,0,60000,71,No Store,0,Bachelors Degree,Silver,Professional,Y
Walla Walla,S,F,0,80000,63,Small Grocery,0,Bachelors Degree,Bronze,Professional,N
Puyallup,S,M,0,20000,88,No Store,0,Partial High School,Normal,Manual,Y
Walla Walla,M,M,3,140000,87,Small Grocery,0,Graduate Degree,Golden,Management,Y
Renton,S,M,0,20000,50,No Store,0,Partial High School,Normal,Manual,Y
Puyallup,S,F,0,80000,79,No Store,0,Graduate Degree,Silver,Management,N
Olympia,S,F,0,40000,22,No Store,0,Partial High School,Bronze,Skilled Manual,N
Redmond,M,M,5,140000,88,No Store,0,High School Degree,Golden,Management,Y
Tacoma,S,M,0,40000,19,Deluxe Supermarket,0,High School Degree,Bronze,Manual,Y
Spokane,M,F,0,40000,68,Supermarket,1,High School Degree,Bronze,Manual,Y
Edmonds,M,M,2,40000,31,No Store,0,High School Degree,Golden,Skilled Manual,N
Olympia,S,F,0,100000,36,No Store,0,Partial High School,Bronze,Professional,N
Port Orchard,S,M,0,40000,22,No Store,1,High School Degree,Bronze,Skilled Manual,Y
Edmonds,S,F,0,40000,75,No Store,0,Partial College,Bronze,Professional,Y
Edmonds,M,M,2,120000,80,No Store,0,High School Degree,Bronze,Professional,N
Olympia,S,M,0,20000,46,No Store,0,Partial High School,Normal,Skilled Manual,N
Issaquah,S,F,0,80000,40,No Store,0,High School Degree,Silver,Management,Y
Everett,S,M,0,60000,66,No Store,0,High School Degree,Normal,Skilled Manual,N
Walla Walla,M,M,0,100000,87,Small Grocery,0,Bachelors Degree,Bronze,Professional,N
Bremerton,M,F,3,40000,70,Supermarket,0,Partial College,Bronze,Skilled Manual,Y
Renton,S,M,0,40000,85,No Store,0,Partial College,Bronze,Professional,N
Yakima,M,F,0,20000,32,Mid-Size Grocery,0,Partial High School,Normal,Skilled Manual,N
Edmonds,S,M,0,60000,19,No Store,0,Bachelors Degree,Bronze,Professional,N
Spokane,M,F,3,150000,69,Supermarket,1,High School Degree,Golden,Professional,Y
Marysville,S,F,0,40000,23,No Store,0,Partial High School,Bronze,Manual,N
Spokane,S,M,0,140000,25,Supermarket,1,Partial High School,Bronze,Professional,Y
Sedro Woolley,S,M,0,120000,44,No Store,0,Bachelors Degree,Bronze,Professional,N
Olympia,S,M,0,80000,54,No Store,1,Bachelors Degree,Bronze,Professional,N
Bremerton,M,M,1,20000,85,Supermarket,0,Partial High School,Normal,Manual,Y
Bellingham,M,M,0,40000,84,Small Grocery,0,High School Degree,Silver,Manual,Y
Anacortes,S,M,0,140000,64,No Store,0,High School Degree,Silver,Professional,Y
Yakima,S,M,0,60000,37,Mid-Size Grocery,0,Bachelors Degree,Bronze,Professional,N
Yakima,S,F,0,20000,20,Mid-Size Grocery,0,Partial High School,Normal,Skilled Manual,Y
Marysville,M,F,0,40000,21,No Store,0,High School Degree,Bronze,Skilled Manual,N
Kirkland,M,F,0,40000,53,No Store,0,High School Degree,Bronze,Manual,Y
Walla Walla,M,F,3,20000,76,Small Grocery,0,Partial High School,Normal,Manual,Y
Port Orchard,S,M,0,40000,40,No Store,1,High School Degree,Bronze,Manual,N
Issaquah,M,F,2,40000,48,No Store,0,Bachelors Degree,Bronze,Professional,Y
Redmond,S,F,0,120000,23,No Store,0,High School Degree,Bronze,Professional,Y
Olympia,S,M,0,40000,68,No Store,1,High School Degree,Bronze,Skilled Manual,Y
Burien,M,F,4,40000,71,No Store,0,High School Degree,Golden,Manual,Y
Seattle,S,F,0,60000,39,Supermarket,0,Bachelors Degree,Bronze,Professional,N
Seattle,M,F,3,120000,40,Supermarket,0,Bachelors Degree,Golden,Professional,Y
Seattle,M,M,1,40000,78,Supermarket,0,High School Degree,Bronze,Skilled Manual,N
Olympia,S,M,0,40000,21,No Store,0,Partial College,Bronze,Management,Y
Seattle,S,F,0,80000,49,Supermarket,0,Graduate Degree,Bronze,Management,N
Anacortes,S,M,0,20000,84,No Store,0,Partial High School,Normal,Skilled Manual,Y
Spokane,M,F,1,140000,39,Supermarket,1,Graduate Degree,Bronze,Management,Y
Puyallup,S,M,0,40000,44,No Store,0,Partial High School,Bronze,Manual,Y
Kirkland,M,M,4,40000,58,No Store,0,Partial High School,Silver,Manual,Y
Edmonds,S,F,0,60000,61,No Store,0,Bachelors Degree,Bronze,Management,N
Olympia,S,M,0,40000,28,No Store,0,High School Degree,Bronze,Skilled Manual,N
Issaquah,S,F,0,100000,53,No Store,0,High School Degree,Bronze,Professional,Y
Bremerton,M,M,2,60000,36,Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Burien,M,F,3,40000,77,No Store,0,High School Degree,Golden,Skilled Manual,Y
Edmonds,S,M,0,80000,52,No Store,0,Bachelors Degree,Silver,Professional,Y
Issaquah,M,F,1,40000,63,No Store,0,High School Degree,Bronze,Manual,Y
Seattle,S,M,0,140000,34,Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Spokane,S,F,0,60000,72,Supermarket,1,Bachelors Degree,Bronze,Professional,Y
Sedro Woolley,M,M,3,60000,85,No Store,0,Bachelors Degree,Golden,Professional,Y
Sedro Woolley,S,F,0,40000,49,No Store,0,Partial College,Bronze,Skilled Manual,N
Seattle,M,F,2,140000,52,Supermarket,0,Partial High School,Bronze,Professional,N
Renton,S,M,0,40000,41,No Store,0,High School Degree,Bronze,Skilled Manual,N
Yakima,S,M,0,100000,83,Mid-Size Grocery,0,Partial High School,Bronze,Professional,N
Anacortes,M,F,1,40000,73,No Store,0,Partial High School,Bronze,Manual,Y
Olympia,S,M,0,60000,29,No Store,0,Partial High School,Normal,Skilled Manual,N
Bellingham,M,M,0,20000,78,Small Grocery,0,Partial High School,Bronze,Skilled Manual,Y
Yakima,S,M,0,80000,27,Mid-Size Grocery,0,Graduate Degree,Bronze,Management,N
Lynnwood,S,F,0,20000,32,No Store,0,Partial High School,Normal,Manual,N
Bellingham,M,F,0,20000,58,Small Grocery,0,Partial High School,Normal,Manual,N
Port Orchard,S,M,0,60000,57,No Store,0,Bachelors Degree,Bronze,Professional,N
Yakima,M,M,1,120000,35,Mid-Size Grocery,0,High School Degree,Normal,Management,Y
Anacortes,M,F,0,40000,26,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Yakima,M,F,2,60000,24,Mid-Size Grocery,0,Bachelors Degree,Bronze,Professional,Y
Burien,S,M,0,20000,84,No Store,0,Partial High School,Normal,Manual,Y
Kirkland,M,M,0,60000,81,No Store,0,Bachelors Degree,Bronze,Professional,N
Puyallup,S,M,0,40000,56,No Store,0,High School Degree,Bronze,Manual,N
Issaquah,S,M,0,60000,30,No Store,0,Bachelors Degree,Bronze,Professional,N
Olympia,S,M,0,20000,31,No Store,0,Partial High School,Normal,Manual,Y
Burien,M,M,0,40000,21,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Ballard,M,M,0,80000,21,No Store,0,Bachelors Degree,Bronze,Management,Y
Puyallup,S,F,0,20000,42,No Store,0,Partial High School,Normal,Skilled Manual,Y
Port Orchard,M,M,3,40000,47,No Store,0,High School Degree,Golden,Skilled Manual,Y
Olympia,S,M,0,60000,45,No Store,0,Bachelors Degree,Bronze,Professional,Y
Walla Walla,S,M,0,80000,56,Small Grocery,0,Graduate Degree,Bronze,Professional,N
Edmonds,S,M,0,120000,75,No Store,0,Bachelors Degree,Normal,Professional,N
Seattle,M,F,4,100000,55,Supermarket,0,High School Degree,Silver,Professional,N
Olympia,S,F,0,40000,56,No Store,1,High School Degree,Bronze,Skilled Manual,Y
Sedro Woolley,S,F,0,40000,37,No Store,0,Partial College,Bronze,Skilled Manual,Y
Redmond,S,F,0,40000,87,No Store,0,High School Degree,Bronze,Skilled Manual,N
Burien,S,M,0,60000,85,No Store,0,Bachelors Degree,Silver,Professional,N
Anacortes,S,F,0,20000,23,No Store,0,High School Degree,Normal,Skilled Manual,N
Sedro Woolley,S,M,0,60000,72,No Store,0,Partial High School,Silver,Manual,N
Marysville,M,F,1,40000,45,No Store,0,High School Degree,Bronze,Manual,Y
Seattle,M,M,0,80000,29,Supermarket,0,Bachelors Degree,Bronze,Professional,N
Bellingham,S,M,0,40000,55,Small Grocery,0,Partial College,Bronze,Clerical,Y
Bellingham,S,M,0,20000,36,Small Grocery,0,Partial High School,Normal,Manual,N
Olympia,S,F,0,40000,76,No Store,0,High School Degree,Golden,Manual,N
Burien,S,F,0,60000,59,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Port Orchard,S,F,0,40000,85,No Store,1,High School Degree,Bronze,Manual,N
Tacoma,S,M,0,20000,48,Deluxe Supermarket,0,Partial High School,Normal,Manual,N
Bremerton,S,M,0,40000,38,Supermarket,0,High School Degree,Bronze,Skilled Manual,Y
Walla Walla,M,M,3,140000,74,Small Grocery,0,Bachelors Degree,Silver,Professional,Y
Port Orchard,M,M,3,40000,50,No Store,0,High School Degree,Golden,Skilled Manual,Y
Kirkland,M,M,2,40000,83,No Store,0,Partial College,Normal,Skilled Manual,N
Lynnwood,S,F,0,20000,42,No Store,0,Partial High School,Bronze,Manual,N
Lynnwood,M,F,0,40000,51,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Marysville,M,F,0,40000,59,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Spokane,M,M,2,40000,55,Supermarket,1,High School Degree,Bronze,Skilled Manual,Y
Burien,S,F,0,40000,42,No Store,0,Partial High School,Golden,Manual,N
Renton,S,F,0,40000,71,No Store,0,High School Degree,Bronze,Skilled Manual,N
Ballard,M,M,0,40000,54,No Store,0,High School Degree,Bronze,Skilled Manual,Y
Yakima,M,F,1,80000,65,Mid-Size Grocery,0,Bachelors Degree,Bronze,Professional,Y
Tacoma,S,F,0,40000,34,Deluxe Supermarket,0,High School Degree,Bronze,Manual,Y
Bremerton,M,F,1,40000,49,Supermarket,0,Partial College,Bronze,Management,Y
Puyallup,S,M,0,40000,86,No Store,0,High School Degree,Silver,Skilled Manual,N
Olympia,S,M,0,20000,58,No Store,0,Partial High School,Normal,Manual,Y
Burien,S,F,0,40000,23,No Store,0,Partial College,Bronze,Management,N
Olympia,M,M,3,20000,50,No Store,1,Partial High School,Normal,Skilled Manual,Y
Renton,S,F,0,20000,57,No Store,0,Partial High School,Normal,Manual,N
Edmonds,M,F,2,140000,63,No Store,0,Partial High School,Bronze,Professional,Y
Issaquah,S,M,0,60000,37,No Store,0,Bachelors Degree,Golden,Professional,N
Edmonds,S,F,0,60000,72,No Store,0,Bachelors Degree,Bronze,Management,Y
Anacortes,S,F,0,80000,68,No Store,0,Graduate Degree,Bronze,Professional,N
Marysville,S,M,0,60000,71,No Store,0,Bachelors Degree,Silver,Professional,N
Spokane,S,M,0,40000,56,Supermarket,1,High School Degree,Bronze,Skilled Manual,Y
Olympia,M,M,2,120000,21,No Store,1,Bachelors Degree,Bronze,Professional,Y
Everett,M,F,1,120000,75,No Store,0,Partial High School,Bronze,Management,Y
Anacortes,S,M,0,80000,86,No Store,0,Graduate Degree,Bronze,Professional,N
Redmond,S,M,0,40000,27,No Store,0,Partial College,Bronze,Management,N
Anacortes,M,F,0,80000,47,No Store,0,Bachelors Degree,Bronze,Professional,N
Seattle,S,M,0,20000,19,Supermarket,0,Partial High School,Normal,Skilled Manual,N
Bellingham,S,M,0,20000,83,Small Grocery,0,Partial High School,Normal,Skilled Manual,N
Olympia,M,F,1,20000,34,No Store,1,Partial High School,Normal,Skilled Manual,Y
Issaquah,M,F,0,20000,84,No Store,0,Partial High School,Normal,Manual,Y
Bremerton,M,F,2,100000,55,Supermarket,0,Bachelors Degree,Bronze,Professional,Y
Edmonds,M,F,0,60000,19,No Store,0,Bachelors Degree,Silver,Professional,N
Walla Walla,S,M,0,60000,59,Small Grocery,0,High School Degree,Bronze,Skilled Manual,Y
Yakima,S,M,0,40000,72,Mid-Size Grocery,0,High School Degree,Bronze,Manual,N
Ballard,S,F,0,100000,37,No Store,0,High School Degree,Bronze,Management,Y
Lynnwood,S,M,0,150000,87,No Store,0,Bachelors Degree,Silver,Professional,Y
Bremerton,M,F,1,150000,39,Supermarket,0,Bachelors Degree,Golden,Management,Y
Issaquah,S,F,0,40000,26,No Store,0,Partial High School,Silver,Skilled Manual,N
Spokane,M,M,3,40000,72,Supermarket,1,High School Degree,Golden,Manual,Y
Bremerton,S,M,0,60000,68,Supermarket,0,Bachelors Degree,Bronze,Management,N
Puyallup,S,F,0,60000,30,No Store,0,Partial College,Bronze,Skilled Manual,N
Lynnwood,M,M,2,150000,66,No Store,0,High School Degree,Golden,Professional,N
Seattle,S,F,0,140000,29,Supermarket,0,High School Degree,Bronze,Management,N
Anacortes,S,M,0,40000,85,No Store,0,High School Degree,Bronze,Manual,N
